station_id,city_name,date,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,avg_wind_dir_deg,avg_wind_speed_kmh,avg_sea_level_pres_hpa,rwa_avg_temp_c,rwa_min_temp_c,rwa_max_temp_c,rwa_precipitation_mm,rwa_avg_wind_speed_kmh,rwa_avg_sea_level_pres_hpa,month,day
72278,Phoenix,2010-01-07,Winter,13.7,8.9,20.6,0.0,,5.0,1015.0,14.028571428571428,6.828571428571428,21.52857142857143,0.0,4.785714285714286,1017.8142857142857,1,7
72278,Phoenix,2010-01-08,Winter,14.4,6.7,21.1,0.0,,10.8,1019.3,14.299999999999999,7.071428571428571,21.685714285714287,0.0,5.614285714285714,1017.4,1,8
72278,Phoenix,2010-01-09,Winter,14.1,7.2,21.1,0.0,,7.9,1021.1,14.271428571428572,7.071428571428571,21.6,0.0,6.128571428571429,1017.9285714285714,1,9
72278,Phoenix,2010-01-10,Winter,14.1,7.8,21.7,0.0,,5.8,1019.4,14.342857142857142,7.385714285714286,21.599999999999998,0.0,6.442857142857143,1018.0714285714286,1,10
72278,Phoenix,2010-01-11,Winter,14.6,6.7,22.8,0.0,,6.1,1020.4,14.171428571428569,7.314285714285715,21.52857142857143,0.0,5.971428571428572,1018.3571428571429,1,11
72278,Phoenix,2010-01-12,Winter,16.3,8.3,23.9,0.0,,5.4,1020.5,14.4,7.471428571428571,21.685714285714287,0.0,6.428571428571429,1018.8571428571429,1,12
72278,Phoenix,2010-01-13,Winter,16.4,12.2,22.2,0.0,,7.6,1016.5327890436118,14.799999999999999,8.257142857142858,21.914285714285715,0.0,6.942857142857143,1018.8903984348017,1,13
72278,Phoenix,2010-01-14,Winter,15.5,8.9,22.8,0.0,,9.4,1014.3,15.057142857142855,8.257142857142858,22.22857142857143,0.0,7.571428571428571,1018.7903984348017,1,14
72278,Phoenix,2010-01-15,Winter,15.9,8.9,23.3,0.0,,3.6,1019.4,15.271428571428572,8.571428571428571,22.54285714285714,0.0,6.542857142857144,1018.8046841490874,1,15
72278,Phoenix,2010-01-16,Winter,15.4,11.7,21.1,0.0,,5.8,1015.1,15.457142857142856,9.214285714285714,22.542857142857144,0.0,6.242857142857142,1017.9475412919445,1,16
72278,Phoenix,2010-01-17,Winter,14.5,9.4,20.6,0.0,,7.9,1012.8,15.514285714285714,9.442857142857141,22.38571428571429,0.0,6.542857142857143,1017.0046841490874,1,17
72278,Phoenix,2010-01-18,Winter,12.9,10.6,15.0,0.3,,13.0,1012.7,15.271428571428572,10.0,21.271428571428572,0.04285714285714286,7.528571428571429,1015.9046841490874,1,18
72278,Phoenix,2010-01-19,Winter,14.1,11.1,20.0,22.1,,15.5,1007.6,14.957142857142856,10.4,20.714285714285715,3.2,8.971428571428572,1014.0618270062304,1,19
72278,Phoenix,2010-01-20,Winter,13.3,8.3,17.8,0.0,,11.2,1005.4,14.514285714285716,9.842857142857143,20.08571428571429,3.2,9.485714285714286,1012.4714285714286,1,20
72278,Phoenix,2010-01-21,Winter,13.7,10.6,16.1,33.8,162.0,28.4,995.8,14.257142857142858,10.085714285714285,19.12857142857143,8.028571428571428,12.200000000000001,1009.8285714285714,1,21
72278,Phoenix,2010-01-22,Winter,11.4,8.3,15.6,4.1,183.0,16.9,999.4,13.614285714285714,10.0,18.02857142857143,8.614285714285716,14.1,1006.9714285714286,1,22
72278,Phoenix,2010-01-23,Winter,10.1,7.8,13.9,0.8,,12.2,1010.9,12.857142857142858,9.442857142857141,17.0,8.72857142857143,15.014285714285714,1006.3714285714285,1,23
72278,Phoenix,2010-01-24,Winter,9.5,5.0,14.4,0.0,,5.8,1019.8,12.142857142857142,8.814285714285715,16.114285714285714,8.72857142857143,14.714285714285714,1007.3714285714285,1,24
72278,Phoenix,2010-01-25,Winter,10.6,5.6,16.7,0.0,,4.0,1016.8,11.814285714285715,8.1,16.357142857142858,8.685714285714287,13.428571428571429,1007.9571428571428,1,25
72278,Phoenix,2010-01-26,Winter,12.9,7.8,19.4,0.0,,4.3,1013.3,11.642857142857142,7.628571428571428,16.271428571428572,5.528571428571429,11.828571428571427,1008.7714285714286,1,26
72278,Phoenix,2010-01-27,Winter,13.9,11.1,17.2,0.0,,9.0,1010.0,11.728571428571428,8.028571428571428,16.185714285714287,5.528571428571429,11.514285714285714,1009.4285714285714,1,27
72278,Phoenix,2010-01-28,Winter,13.8,10.6,17.8,0.8,,9.7,1012.1022774980921,11.742857142857144,8.028571428571428,16.428571428571427,0.8142857142857152,8.842857142857143,1011.7574682140131,1,28
72278,Phoenix,2010-01-29,Winter,14.1,10.0,19.4,0.0,,5.4,1016.1,12.12857142857143,8.27142857142857,16.97142857142857,0.2285714285714296,7.2,1014.1431824997273,1,29
72278,Phoenix,2010-01-30,Winter,14.4,10.0,20.0,0.0,,9.0,1013.4,12.742857142857144,8.585714285714285,17.842857142857145,0.11428571428571531,6.742857142857143,1014.5003253568703,1,30
72278,Phoenix,2010-01-31,Winter,14.2,8.3,20.6,0.0,,4.0,1011.6,13.414285714285713,9.057142857142857,18.728571428571428,0.11428571428571531,6.485714285714286,1013.3288967854417,1,31
72278,Phoenix,2010-02-01,Winter,14.1,9.4,19.4,0.0,,5.4,1012.7,13.914285714285715,9.6,19.114285714285717,0.11428571428571531,6.685714285714285,1012.7431824997275,2,1
72278,Phoenix,2010-02-02,Winter,16.1,11.1,22.8,0.0,,5.0,1008.6,14.37142857142857,10.071428571428571,19.599999999999998,0.11428571428571531,6.785714285714286,1012.0717539282988,2,2
72278,Phoenix,2010-02-03,Winter,16.3,12.2,21.7,0.3,,7.6,1002.9,14.714285714285714,10.22857142857143,20.24285714285714,0.15714285714285817,6.585714285714286,1011.0574682140132,2,3
72278,Phoenix,2010-02-04,Winter,14.5,10.0,20.0,0.0,,6.8,1011.0,14.814285714285715,10.142857142857142,20.557142857142853,0.04285714285714387,6.171428571428571,1010.9,2,4
72278,Phoenix,2010-02-05,Winter,15.1,10.0,21.1,0.0,,8.3,1015.8,14.957142857142857,10.142857142857142,20.8,0.04285714285714387,6.585714285714286,1010.8571428571429,2,5
72278,Phoenix,2010-02-06,Winter,15.5,10.6,20.6,0.0,,8.6,1012.9,15.114285714285716,10.228571428571428,20.885714285714283,0.04285714285714387,6.528571428571429,1010.7857142857143,2,6
72278,Phoenix,2010-02-07,Winter,13.2,9.4,17.2,1.3,,12.2,1011.9393951713665,14.971428571428572,10.385714285714286,20.400000000000002,0.2285714285714296,7.7,1010.8341993101952,2,7
72278,Phoenix,2010-02-08,Winter,12.8,8.3,17.8,0.0,,5.8,1012.2,14.785714285714286,10.228571428571428,20.17142857142857,0.2285714285714296,7.757142857142858,1010.7627707387666,2,8
72278,Phoenix,2010-02-09,Winter,13.2,7.8,18.9,0.0,,7.6,1013.3,14.37142857142857,9.757142857142856,19.614285714285717,0.2285714285714296,8.128571428571428,1011.4341993101953,2,9
72278,Phoenix,2010-02-10,Winter,12.3,10.0,15.6,0.5,,9.4,1010.9,13.8,9.442857142857141,18.74285714285714,0.25714285714285817,8.385714285714286,1012.5770564530523,2,10
72278,Phoenix,2010-02-11,Winter,12.2,6.7,17.8,0.0,,5.8,1017.5,13.471428571428572,8.971428571428572,18.428571428571427,0.25714285714285817,8.242857142857144,1013.5056278816237,2,11
72278,Phoenix,2010-02-12,Winter,13.8,8.3,20.0,0.0,,6.1,1018.6,13.285714285714286,8.72857142857143,18.271428571428572,0.25714285714285817,7.928571428571429,1013.9056278816239,2,12
72278,Phoenix,2010-02-13,Winter,15.3,8.9,22.8,0.0,,5.8,1015.7,13.257142857142856,8.485714285714286,18.585714285714285,0.25714285714285817,7.528571428571428,1014.3056278816238,2,13
72278,Phoenix,2010-02-14,Winter,16.8,9.4,24.4,0.0,,5.8,1014.8,13.771428571428572,8.485714285714286,19.61428571428571,0.07142857142857244,6.614285714285714,1014.7142857142857,2,14
72278,Phoenix,2010-02-15,Winter,18.2,11.1,24.4,0.0,,9.0,1014.2,14.542857142857143,8.885714285714284,20.557142857142857,0.07142857142857244,7.071428571428571,1015.0,2,15
72278,Phoenix,2010-02-16,Winter,18.4,12.2,25.0,0.0,,8.3,1014.3,15.285714285714286,9.514285714285714,21.428571428571427,0.07142857142857244,7.171428571428572,1015.1428571428571,2,16
72278,Phoenix,2010-02-17,Winter,18.3,10.6,25.6,0.0,,5.4,1012.9,16.142857142857142,9.6,22.857142857142858,0.0,6.6,1015.4285714285714,2,17
72278,Phoenix,2010-02-18,Winter,17.2,10.6,23.9,0.0,,8.3,1010.6,16.857142857142858,10.157142857142857,23.728571428571428,0.0,6.957142857142857,1014.4428571428572,2,18
72278,Phoenix,2010-02-19,Winter,17.1,10.6,24.4,0.0,,10.1,1009.5,17.32857142857143,10.485714285714286,24.357142857142858,0.0,7.528571428571429,1013.1428571428571,2,19
72278,Phoenix,2010-02-20,Winter,13.3,10.6,16.1,2.3,,7.6,1009.5,17.04285714285714,10.728571428571428,23.400000000000002,0.32857142857142957,7.785714285714286,1012.2571428571429,2,20
72278,Phoenix,2010-02-21,Winter,13.4,10.6,17.8,5.1,,10.1,1012.5,16.557142857142857,10.9,22.457142857142856,1.057142857142858,8.4,1011.9285714285714,2,21
72278,Phoenix,2010-02-22,Winter,12.4,8.3,16.1,5.3,,15.8,1011.8,15.728571428571428,10.5,21.27142857142857,1.8142857142857152,9.37142857142857,1011.5857142857143,2,22
72278,Phoenix,2010-02-23,Winter,11.1,5.0,16.7,0.0,,5.4,1021.8,14.685714285714287,9.471428571428572,20.085714285714285,1.8142857142857152,8.957142857142857,1012.6571428571427,2,23
72278,Phoenix,2010-02-24,Winter,14.3,9.4,20.0,0.0,,7.9,1019.5,14.114285714285714,9.3,19.285714285714285,1.8142857142857152,9.314285714285715,1013.6,2,24
72278,Phoenix,2010-02-25,Winter,16.1,10.6,22.2,0.0,,8.6,1015.3,13.957142857142859,9.299999999999999,19.042857142857144,1.8142857142857152,9.357142857142858,1014.2714285714285,2,25
72278,Phoenix,2010-02-26,Winter,15.8,10.6,21.1,0.0,,6.1,1018.1,13.771428571428572,9.299999999999999,18.571428571428573,1.8142857142857152,8.785714285714286,1015.5,2,26
72278,Phoenix,2010-02-27,Winter,15.9,11.7,21.7,2.0,,13.7,1007.3,14.142857142857142,9.457142857142857,19.37142857142857,1.7714285714285722,9.657142857142857,1015.1857142857142,2,27
